,Country's numerical code,Country's 3-letter code,Community label,year
972,2,USA,1.0,1903
973,40,CUB,1.0,1903
974,70,MEX,1.0,1903
975,101,VEN,1.0,1903
976,135,PER,1.0,1903
977,140,BRA,1.0,1903
978,200,UKG,2.0,1903
979,210,NTH,3.0,1903
980,211,BEL,3.0,1903
981,220,FRN,4.0,1903
982,230,SPN,4.0,1903
983,255,GMY,2.0,1903
984,325,ITA,5.0,1903
985,710,CHN,1.0,1903
986,740,JPN,1.0,1903
987,155,CHL,2.0,1903
988,160,ARG,4.0,1903
989,225,SWZ,5.0,1903
990,350,GRC,5.0,1903
991,365,RUS,5.0,1903
992,380,SWD,2.0,1903
993,390,DEN,2.0,1903
994,640,TUR,5.0,1903
995,165,URU,2.0,1903
996,235,POR,2.0,1903
997,360,ROM,3.0,1903
998,300,AUH,5.0,1903
999,345,YUG,5.0,1903
1000,630,IRN,5.0,1903
1002,2,USA,1.0,1904
1003,40,CUB,1.0,1904
1004,70,MEX,1.0,1904
1005,101,VEN,1.0,1904
1006,135,PER,1.0,1904
1007,140,BRA,2.0,1904
1008,200,UKG,2.0,1904
1009,210,NTH,3.0,1904
1010,211,BEL,3.0,1904
1011,220,FRN,4.0,1904
1012,230,SPN,4.0,1904
1013,255,GMY,4.0,1904
1014,300,AUH,3.0,1904
1015,325,ITA,4.0,1904
1016,710,CHN,1.0,1904
1017,740,JPN,1.0,1904
1018,165,URU,2.0,1904
1019,155,CHL,4.0,1904
1020,160,ARG,2.0,1904
1021,225,SWZ,4.0,1904
1022,350,GRC,3.0,1904
1023,365,RUS,3.0,1904
1024,380,SWD,4.0,1904
1025,390,DEN,4.0,1904
1026,640,TUR,2.0,1904
1027,235,POR,2.0,1904
1028,360,ROM,3.0,1904
1029,345,YUG,3.0,1904
1030,630,IRN,3.0,1904
1032,2,USA,1.0,1905
1033,40,CUB,1.0,1905
1034,70,MEX,1.0,1905
1035,92,SAL,1.0,1905
1036,101,VEN,1.0,1905
1037,130,ECU,1.0,1905
1038,140,BRA,1.0,1905
1039,200,UKG,2.0,1905
1040,210,NTH,1.0,1905
1041,211,BEL,3.0,1905
1042,220,FRN,3.0,1905
1043,230,SPN,3.0,1905
1044,255,GMY,2.0,1905
1045,325,ITA,3.0,1905
1046,710,CHN,1.0,1905
1047,740,JPN,1.0,1905
1048,135,PER,2.0,1905
1049,155,CHL,2.0,1905
1050,160,ARG,2.0,1905
1051,165,URU,2.0,1905
1052,225,SWZ,3.0,1905
1053,235,POR,2.0,1905
1054,350,GRC,3.0,1905
1055,365,RUS,1.0,1905
1056,380,SWD,2.0,1905
1057,385,NOR,2.0,1905
1058,390,DEN,2.0,1905
1059,600,MOR,3.0,1905
1060,640,TUR,3.0,1905
1061,800,THI,2.0,1905
1062,360,ROM,3.0,1905
1063,300,AUH,3.0,1905
1064,345,YUG,3.0,1905
1065,630,IRN,1.0,1905
1067,2,USA,1.0,1906
1068,40,CUB,1.0,1906
1069,70,MEX,1.0,1906
1070,101,VEN,1.0,1906
1071,140,BRA,1.0,1906
1072,200,UKG,2.0,1906
1073,210,NTH,3.0,1906
1074,211,BEL,3.0,1906
1075,220,FRN,4.0,1906
1076,230,SPN,4.0,1906
1077,255,GMY,3.0,1906
1078,325,ITA,5.0,1906
1079,710,CHN,1.0,1906
1080,740,JPN,1.0,1906
1081,135,PER,2.0,1906
1082,155,CHL,2.0,1906
1083,160,ARG,3.0,1906
1084,165,URU,2.0,1906
1085,235,POR,2.0,1906
1086,350,GRC,3.0,1906
1087,365,RUS,6.0,1906
1088,380,SWD,3.0,1906
1089,390,DEN,3.0,1906
1090,600,MOR,4.0,1906
1091,640,TUR,5.0,1906
1092,360,ROM,3.0,1906
1093,225,SWZ,4.0,1906
1094,300,AUH,3.0,1906
1095,385,NOR,3.0,1906
1096,145,BOL,3.0,1906
1097,345,YUG,3.0,1906
1098,630,IRN,6.0,1906
1100,2,USA,1.0,1907
1101,70,MEX,1.0,1907
1102,101,VEN,1.0,1907
1103,140,BRA,1.0,1907
1104,200,UKG,2.0,1907
1105,210,NTH,3.0,1907
1106,220,FRN,4.0,1907
1107,255,GMY,4.0,1907
1108,325,ITA,4.0,1907
1109,740,JPN,1.0,1907
1110,135,PER,2.0,1907
1111,155,CHL,5.0,1907
1112,160,ARG,6.0,1907
1113,165,URU,2.0,1907
1114,211,BEL,3.0,1907
1115,230,SPN,4.0,1907
1116,235,POR,2.0,1907
1117,350,GRC,2.0,1907
1118,365,RUS,7.0,1907
1119,380,SWD,8.0,1907
1120,385,NOR,9.0,1907
1121,390,DEN,10.0,1907
1122,600,MOR,2.0,1907
1123,640,TUR,2.0,1907
1124,710,CHN,1.0,1907
1125,225,SWZ,4.0,1907
1126,300,AUH,4.0,1907
1127,345,YUG,4.0,1907
1128,145,BOL,4.0,1907
1129,360,ROM,4.0,1907
1130,630,IRN,7.0,1907
1132,2,USA,1.0,1908
1133,70,MEX,1.0,1908
1134,101,VEN,1.0,1908
1135,135,PER,1.0,1908
1136,140,BRA,1.0,1908
1137,200,UKG,2.0,1908
1138,210,NTH,3.0,1908
1139,211,BEL,4.0,1908
1140,220,FRN,5.0,1908
1141,230,SPN,5.0,1908
1142,255,GMY,5.0,1908
1143,325,ITA,5.0,1908
1144,710,CHN,1.0,1908
1145,740,JPN,1.0,1908
1146,155,CHL,6.0,1908
1147,160,ARG,4.0,1908
1148,225,SWZ,5.0,1908
1149,235,POR,2.0,1908
1150,350,GRC,5.0,1908
1151,365,RUS,3.0,1908
1152,380,SWD,7.0,1908
1153,385,NOR,7.0,1908
1154,390,DEN,6.0,1908
1155,640,TUR,5.0,1908
1156,360,ROM,5.0,1908
1157,800,THI,2.0,1908
1158,300,AUH,5.0,1908
1159,145,BOL,5.0,1908
1160,355,BUL,5.0,1908
1161,345,YUG,5.0,1908
1162,630,IRN,3.0,1908
1164,2,USA,1.0,1909
1165,40,CUB,1.0,1909
1166,70,MEX,1.0,1909
1167,101,VEN,2.0,1909
1168,140,BRA,1.0,1909
1169,155,CHL,3.0,1909
1170,200,UKG,4.0,1909
1171,210,NTH,5.0,1909
1172,211,BEL,5.0,1909
1173,220,FRN,2.0,1909
1174,230,SPN,1.0,1909
1175,255,GMY,6.0,1909
1176,325,ITA,7.0,1909
1177,710,CHN,1.0,1909
1178,740,JPN,1.0,1909
1179,160,ARG,5.0,1909
1180,225,SWZ,7.0,1909
1181,235,POR,8.0,1909
1182,300,AUH,6.0,1909
1183,350,GRC,6.0,1909
1184,365,RUS,5.0,1909
1185,380,SWD,9.0,1909
1186,385,NOR,10.0,1909
1187,390,DEN,11.0,1909
1188,600,MOR,2.0,1909
1189,640,TUR,6.0,1909
1190,135,PER,8.0,1909
1191,360,ROM,6.0,1909
1192,800,THI,8.0,1909
1193,355,BUL,6.0,1909
1194,345,YUG,6.0,1909
1195,630,IRN,5.0,1909
1197,2,USA,1.0,1910
1198,40,CUB,1.0,1910
1199,70,MEX,1.0,1910
1200,92,SAL,1.0,1910
1201,101,VEN,1.0,1910
1202,140,BRA,1.0,1910
1203,200,UKG,2.0,1910
1204,220,FRN,3.0,1910
1205,255,GMY,4.0,1910
1206,325,ITA,3.0,1910
1207,740,JPN,5.0,1910
1208,130,ECU,2.0,1910
1209,135,PER,2.0,1910
1210,150,PAR,6.0,1910
1211,160,ARG,6.0,1910
1212,155,CHL,3.0,1910
1213,165,URU,2.0,1910
1214,210,NTH,4.0,1910
1215,211,BEL,4.0,1910
1216,230,SPN,3.0,1910
1217,235,POR,2.0,1910
1218,350,GRC,2.0,1910
1219,365,RUS,4.0,1910
1220,380,SWD,7.0,1910
1221,385,NOR,8.0,1910
1222,390,DEN,9.0,1910
1223,600,MOR,3.0,1910
1224,630,IRN,4.0,1910
1225,640,TUR,10.0,1910
1226,710,CHN,5.0,1910
1227,800,THI,2.0,1910
1228,91,HON,2.0,1910
1229,360,ROM,4.0,1910
1230,225,SWZ,3.0,1910
1231,300,AUH,3.0,1910
1232,345,YUG,4.0,1910
1233,355,BUL,10.0,1910
1235,2,USA,1.0,1911
1236,40,CUB,1.0,1911
1237,42,DOM,1.0,1911
1238,70,MEX,1.0,1911
1239,92,SAL,1.0,1911
1240,93,NIC,1.0,1911
1241,100,COL,1.0,1911
1242,101,VEN,1.0,1911
1243,135,PER,1.0,1911
1244,200,UKG,2.0,1911
1245,210,NTH,3.0,1911
1246,220,FRN,4.0,1911
1247,255,GMY,5.0,1911
1248,325,ITA,5.0,1911
1249,740,JPN,6.0,1911
1250,140,BRA,2.0,1911
1251,145,BOL,2.0,1911
1252,150,PAR,7.0,1911
1253,160,ARG,7.0,1911
1254,155,CHL,5.0,1911
1255,211,BEL,3.0,1911
1256,230,SPN,4.0,1911
1257,235,POR,2.0,1911
1258,350,GRC,2.0,1911
1259,365,RUS,2.0,1911
1260,380,SWD,5.0,1911
1261,385,NOR,5.0,1911
1262,390,DEN,5.0,1911
1263,630,IRN,2.0,1911
1264,640,TUR,2.0,1911
1265,91,HON,2.0,1911
1266,360,ROM,3.0,1911
1267,225,SWZ,4.0,1911
1268,600,MOR,4.0,1911
1269,300,AUH,5.0,1911
1270,345,YUG,5.0,1911
1271,710,CHN,6.0,1911
1272,800,THI,6.0,1911
1274,2,USA,1.0,1912
1275,40,CUB,1.0,1912
1276,41,HAI,1.0,1912
1277,42,DOM,1.0,1912
1278,70,MEX,1.0,1912
1279,91,HON,1.0,1912
1280,92,SAL,1.0,1912
1281,93,NIC,1.0,1912
1282,100,COL,1.0,1912
1283,101,VEN,1.0,1912
1284,130,ECU,1.0,1912
1285,135,PER,1.0,1912
1286,140,BRA,2.0,1912
1287,200,UKG,3.0,1912
1288,210,NTH,4.0,1912
1289,211,BEL,4.0,1912
1290,220,FRN,4.0,1912
1291,230,SPN,4.0,1912
1292,255,GMY,4.0,1912
1293,325,ITA,4.0,1912
1294,740,JPN,5.0,1912
1295,235,POR,2.0,1912
1296,145,BOL,3.0,1912
1297,150,PAR,6.0,1912
1298,160,ARG,6.0,1912
1299,155,CHL,3.0,1912
1300,165,URU,3.0,1912
1301,350,GRC,3.0,1912
1302,365,RUS,7.0,1912
1303,380,SWD,3.0,1912
1304,385,NOR,3.0,1912
1305,390,DEN,3.0,1912
1306,640,TUR,3.0,1912
1307,800,THI,3.0,1912
1308,225,SWZ,4.0,1912
1309,300,AUH,4.0,1912
1310,355,BUL,4.0,1912
1311,360,ROM,4.0,1912
1312,345,YUG,4.0,1912
1313,630,IRN,7.0,1912
1314,710,CHN,5.0,1912
1316,2,USA,1.0,1913
1317,40,CUB,1.0,1913
1318,41,HAI,1.0,1913
1319,42,DOM,1.0,1913
1320,70,MEX,1.0,1913
1321,90,GUA,1.0,1913
1322,91,HON,1.0,1913
1323,92,SAL,1.0,1913
1324,93,NIC,1.0,1913
1325,100,COL,1.0,1913
1326,101,VEN,1.0,1913
1327,130,ECU,1.0,1913
1328,135,PER,2.0,1913
1329,140,BRA,3.0,1913
1330,155,CHL,4.0,1913
1331,200,UKG,5.0,1913
1332,210,NTH,6.0,1913
1333,211,BEL,6.0,1913
1334,220,FRN,1.0,1913
1335,230,SPN,6.0,1913
1336,255,GMY,7.0,1913
1337,325,ITA,7.0,1913
1338,740,JPN,5.0,1913
1339,145,BOL,5.0,1913
1340,150,PAR,8.0,1913
1341,160,ARG,8.0,1913
1342,165,URU,7.0,1913
1343,235,POR,9.0,1913
1344,350,GRC,5.0,1913
1345,365,RUS,6.0,1913
1346,380,SWD,9.0,1913
1347,385,NOR,9.0,1913
1348,390,DEN,9.0,1913
1349,640,TUR,5.0,1913
1350,710,CHN,5.0,1913
1351,800,THI,5.0,1913
1352,225,SWZ,1.0,1913
1353,300,AUH,7.0,1913
1354,355,BUL,7.0,1913
1355,360,ROM,7.0,1913
1356,630,IRN,6.0,1913
1358,2,USA,1.0,1920
1359,20,CAN,2.0,1920
1360,40,CUB,1.0,1920
1361,70,MEX,1.0,1920
1362,90,GUA,1.0,1920
1363,91,HON,1.0,1920
1364,92,SAL,1.0,1920
1365,93,NIC,1.0,1920
1366,94,COS,1.0,1920
1367,95,PAN,1.0,1920
1368,101,VEN,3.0,1920
1369,130,ECU,2.0,1920
1370,135,PER,2.0,1920
1371,140,BRA,2.0,1920
1372,145,BOL,2.0,1920
1373,155,CHL,2.0,1920
1374,160,ARG,4.0,1920
1375,165,URU,2.0,1920
1376,200,UKG,2.0,1920
1377,210,NTH,4.0,1920
1378,211,BEL,4.0,1920
1379,220,FRN,4.0,1920
1380,225,SWZ,4.0,1920
1381,230,SPN,4.0,1920
1382,235,POR,2.0,1920
1383,255,GMY,4.0,1920
1384,315,CZE,4.0,1920
1385,325,ITA,4.0,1920
1386,350,GRC,2.0,1920
1387,380,SWD,4.0,1920
1388,385,NOR,4.0,1920
1389,390,DEN,5.0,1920
1390,710,CHN,2.0,1920
1391,740,JPN,2.0,1920
1392,900,AUL,2.0,1920
1393,100,COL,3.0,1920
1394,150,PAR,4.0,1920
1395,360,ROM,4.0,1920
1396,365,RUS,2.0,1920
1397,367,LAT,5.0,1920
1398,375,FIN,2.0,1920
1399,560,SAF,2.0,1920
1400,630,IRN,2.0,1920
1401,800,THI,2.0,1920
1402,920,NEW,2.0,1920
1403,640,TUR,2.0,1920
1404,305,AUS,4.0,1920
1405,355,BUL,4.0,1920
1406,366,EST,5.0,1920
1407,310,HUN,4.0,1920
1409,2,USA,1.0,1921
1410,20,CAN,1.0,1921
1411,40,CUB,1.0,1921
1412,70,MEX,1.0,1921
1413,90,GUA,1.0,1921
1414,91,HON,1.0,1921
1415,92,SAL,1.0,1921
1416,93,NIC,1.0,1921
1417,94,COS,1.0,1921
1418,95,PAN,1.0,1921
1419,101,VEN,1.0,1921
1420,130,ECU,1.0,1921
1421,135,PER,1.0,1921
1422,140,BRA,1.0,1921
1423,145,BOL,1.0,1921
1424,155,CHL,1.0,1921
1425,160,ARG,2.0,1921
1426,200,UKG,3.0,1921
1427,210,NTH,4.0,1921
1428,211,BEL,4.0,1921
1429,220,FRN,5.0,1921
1430,225,SWZ,5.0,1921
1431,230,SPN,5.0,1921
1432,235,POR,1.0,1921
1433,325,ITA,6.0,1921
1434,350,GRC,1.0,1921
1435,380,SWD,4.0,1921
1436,385,NOR,4.0,1921
1437,710,CHN,1.0,1921
1438,740,JPN,1.0,1921
1439,900,AUL,1.0,1921
1440,150,PAR,2.0,1921
1441,165,URU,3.0,1921
1442,365,RUS,4.0,1921
1443,367,LAT,4.0,1921
1444,375,FIN,4.0,1921
1445,390,DEN,4.0,1921
1446,560,SAF,3.0,1921
1447,800,THI,3.0,1921
1448,920,NEW,3.0,1921
1449,640,TUR,3.0,1921
1450,255,GMY,4.0,1921
1451,310,HUN,7.0,1921
1452,315,CZE,7.0,1921
1453,305,AUS,7.0,1921
1454,345,YUG,7.0,1921
1455,290,POL,7.0,1921
1456,355,BUL,6.0,1921
1457,360,ROM,6.0,1921
1458,339,ALB,6.0,1921
1459,368,LIT,4.0,1921
1460,366,EST,4.0,1921
1462,2,USA,1.0,1922
1463,20,CAN,1.0,1922
1464,40,CUB,1.0,1922
1465,70,MEX,1.0,1922
1466,90,GUA,1.0,1922
1467,91,HON,1.0,1922
1468,92,SAL,1.0,1922
1469,93,NIC,1.0,1922
1470,94,COS,1.0,1922
1471,95,PAN,1.0,1922
1472,100,COL,1.0,1922
1473,101,VEN,1.0,1922
1474,130,ECU,1.0,1922
1475,135,PER,1.0,1922
1476,140,BRA,1.0,1922
1477,145,BOL,1.0,1922
1478,155,CHL,1.0,1922
1479,160,ARG,2.0,1922
1480,165,URU,1.0,1922
1481,200,UKG,3.0,1922
1482,210,NTH,3.0,1922
1483,211,BEL,3.0,1922
1484,220,FRN,3.0,1922
1485,225,SWZ,3.0,1922
1486,230,SPN,3.0,1922
1487,255,GMY,4.0,1922
1488,325,ITA,5.0,1922
1489,350,GRC,1.0,1922
1490,365,RUS,4.0,1922
1491,380,SWD,4.0,1922
1492,385,NOR,4.0,1922
1493,710,CHN,1.0,1922
1494,740,JPN,1.0,1922
1495,150,PAR,2.0,1922
1496,235,POR,3.0,1922
1497,367,LAT,4.0,1922
1498,375,FIN,4.0,1922
1499,390,DEN,4.0,1922
1500,560,SAF,3.0,1922
1501,630,IRN,3.0,1922
1502,900,AUL,3.0,1922
1503,920,NEW,3.0,1922
1504,640,TUR,3.0,1922
1505,315,CZE,6.0,1922
1506,355,BUL,4.0,1922
1507,366,EST,4.0,1922
1508,290,POL,6.0,1922
1509,310,HUN,6.0,1922
1510,360,ROM,6.0,1922
1511,305,AUS,6.0,1922
1512,339,ALB,5.0,1922
1513,345,YUG,5.0,1922
1514,800,THI,1.0,1922
1516,2,USA,1.0,1923
1517,20,CAN,1.0,1923
1518,40,CUB,1.0,1923
1519,70,MEX,1.0,1923
1520,90,GUA,1.0,1923
1521,91,HON,1.0,1923
1522,92,SAL,1.0,1923
1523,93,NIC,1.0,1923
1524,94,COS,1.0,1923
1525,95,PAN,1.0,1923
1526,100,COL,1.0,1923
1527,101,VEN,1.0,1923
1528,130,ECU,1.0,1923
1529,135,PER,1.0,1923
1530,140,BRA,2.0,1923
1531,145,BOL,1.0,1923
1532,155,CHL,1.0,1923
1533,160,ARG,2.0,1923
1534,200,UKG,3.0,1923
1535,210,NTH,2.0,1923
1536,211,BEL,2.0,1923
1537,220,FRN,2.0,1923
1538,225,SWZ,2.0,1923
1539,325,ITA,2.0,1923
1540,350,GRC,1.0,1923
1541,365,RUS,4.0,1923
1542,380,SWD,4.0,1923
1543,385,NOR,4.0,1923
1544,710,CHN,1.0,1923
1545,740,JPN,1.0,1923
1546,150,PAR,2.0,1923
1547,255,GMY,4.0,1923
1548,165,URU,3.0,1923
1549,235,POR,3.0,1923
1550,366,EST,4.0,1923
1551,367,LAT,4.0,1923
1552,375,FIN,4.0,1923
1553,390,DEN,4.0,1923
1554,560,SAF,3.0,1923
1555,630,IRN,3.0,1923
1556,640,TUR,2.0,1923
1557,800,THI,3.0,1923
1558,900,AUL,3.0,1923
1559,920,NEW,3.0,1923
1560,230,SPN,2.0,1923
1561,315,CZE,4.0,1923
1562,360,ROM,4.0,1923
1563,368,LIT,4.0,1923
1564,290,POL,4.0,1923
1565,305,AUS,2.0,1923
1566,345,YUG,2.0,1923
1567,310,HUN,4.0,1923
1568,339,ALB,2.0,1923
1569,355,BUL,2.0,1923
1571,2,USA,1.0,1924
1572,20,CAN,1.0,1924
1573,40,CUB,1.0,1924
1574,70,MEX,1.0,1924
1575,90,GUA,2.0,1924
1576,91,HON,1.0,1924
1577,92,SAL,2.0,1924
1578,93,NIC,1.0,1924
1579,94,COS,1.0,1924
1580,95,PAN,1.0,1924
1581,100,COL,1.0,1924
1582,101,VEN,1.0,1924
1583,130,ECU,1.0,1924
1584,135,PER,1.0,1924
1585,140,BRA,1.0,1924
1586,145,BOL,1.0,1924
1587,155,CHL,1.0,1924
1588,160,ARG,3.0,1924
1589,200,UKG,4.0,1924
1590,210,NTH,5.0,1924
1591,211,BEL,5.0,1924
1592,220,FRN,5.0,1924
1593,230,SPN,5.0,1924
1594,255,GMY,2.0,1924
1595,325,ITA,3.0,1924
1596,350,GRC,1.0,1924
1597,365,RUS,4.0,1924
1598,380,SWD,6.0,1924
1599,385,NOR,7.0,1924
1600,710,CHN,1.0,1924
1601,740,JPN,1.0,1924
1602,900,AUL,1.0,1924
1603,150,PAR,3.0,1924
1604,165,URU,4.0,1924
1605,205,IRE,4.0,1924
1606,225,SWZ,5.0,1924
1607,235,POR,2.0,1924
1608,366,EST,2.0,1924
1609,367,LAT,2.0,1924
1610,390,DEN,2.0,1924
1611,560,SAF,4.0,1924
1612,630,IRN,4.0,1924
1613,920,NEW,4.0,1924
1614,290,POL,2.0,1924
1615,305,AUS,2.0,1924
1616,315,CZE,2.0,1924
1617,355,BUL,2.0,1924
1618,360,ROM,2.0,1924
1619,368,LIT,2.0,1924
1620,375,FIN,2.0,1924
1621,345,YUG,2.0,1924
1622,310,HUN,2.0,1924
1623,339,ALB,3.0,1924
1624,640,TUR,3.0,1924
1626,2,USA,1.0,1925
1627,20,CAN,1.0,1925
1628,40,CUB,1.0,1925
1629,70,MEX,1.0,1925
1630,90,GUA,1.0,1925
1631,91,HON,1.0,1925
1632,92,SAL,1.0,1925
1633,93,NIC,1.0,1925
1634,94,COS,1.0,1925
1635,100,COL,1.0,1925
1636,101,VEN,1.0,1925
1637,130,ECU,1.0,1925
1638,135,PER,1.0,1925
1639,140,BRA,1.0,1925
1640,155,CHL,1.0,1925
1641,160,ARG,1.0,1925
1642,200,UKG,2.0,1925
1643,210,NTH,3.0,1925
1644,211,BEL,3.0,1925
1645,220,FRN,2.0,1925
1646,230,SPN,2.0,1925
1647,255,GMY,4.0,1925
1648,325,ITA,5.0,1925
1649,350,GRC,1.0,1925
1650,365,RUS,5.0,1925
1651,380,SWD,6.0,1925
1652,385,NOR,4.0,1925
1653,710,CHN,1.0,1925
1654,740,JPN,1.0,1925
1655,145,BOL,2.0,1925
1656,165,URU,2.0,1925
1657,205,IRE,2.0,1925
1658,225,SWZ,2.0,1925
1659,235,POR,2.0,1925
1660,366,EST,4.0,1925
1661,367,LAT,4.0,1925
1662,375,FIN,4.0,1925
1663,390,DEN,4.0,1925
1664,560,SAF,2.0,1925
1665,630,IRN,5.0,1925
1666,900,AUL,2.0,1925
1667,920,NEW,2.0,1925
1668,290,POL,4.0,1925
1669,305,AUS,4.0,1925
1670,315,CZE,4.0,1925
1671,368,LIT,4.0,1925
1672,355,BUL,4.0,1925
1673,310,HUN,4.0,1925
1674,339,ALB,5.0,1925
1675,345,YUG,5.0,1925
1676,640,TUR,5.0,1925
1678,2,USA,1.0,1926
1679,20,CAN,1.0,1926
1680,40,CUB,1.0,1926
1681,42,DOM,1.0,1926
1682,90,GUA,1.0,1926
1683,91,HON,1.0,1926
1684,93,NIC,1.0,1926
1685,94,COS,1.0,1926
1686,95,PAN,1.0,1926
1687,100,COL,1.0,1926
1688,130,ECU,1.0,1926
1689,135,PER,1.0,1926
1690,155,CHL,1.0,1926
1691,160,ARG,2.0,1926
1692,165,URU,1.0,1926
1693,200,UKG,3.0,1926
1694,210,NTH,4.0,1926
1695,220,FRN,4.0,1926
1696,230,SPN,4.0,1926
1697,305,AUS,5.0,1926
1698,350,GRC,1.0,1926
1699,365,RUS,6.0,1926
1700,380,SWD,7.0,1926
1701,385,NOR,8.0,1926
1702,740,JPN,9.0,1926
1703,900,AUL,10.0,1926
1704,145,BOL,3.0,1926
1705,150,PAR,2.0,1926
1706,325,ITA,5.0,1926
1707,255,GMY,11.0,1926
1708,140,BRA,2.0,1926
1709,205,IRE,3.0,1926
1710,225,SWZ,5.0,1926
1711,235,POR,3.0,1926
1712,366,EST,11.0,1926
1713,367,LAT,6.0,1926
1714,375,FIN,11.0,1926
1715,390,DEN,11.0,1926
1716,560,SAF,3.0,1926
1717,630,IRN,6.0,1926
1718,920,NEW,3.0,1926
1719,211,BEL,4.0,1926
1720,710,CHN,9.0,1926
1721,70,MEX,3.0,1926
1722,640,TUR,3.0,1926
1723,290,POL,11.0,1926
1724,310,HUN,5.0,1926
1725,315,CZE,5.0,1926
1726,345,YUG,5.0,1926
1727,339,ALB,5.0,1926
1728,355,BUL,11.0,1926
1729,700,AFG,6.0,1926
1730,368,LIT,11.0,1926
1732,2,USA,1.0,1927
1733,20,CAN,1.0,1927
1734,40,CUB,1.0,1927
1735,42,DOM,1.0,1927
1736,70,MEX,1.0,1927
1737,90,GUA,1.0,1927
1738,91,HON,1.0,1927
1739,92,SAL,1.0,1927
1740,93,NIC,1.0,1927
1741,95,PAN,1.0,1927
1742,100,COL,1.0,1927
1743,101,VEN,1.0,1927
1744,130,ECU,1.0,1927
1745,135,PER,1.0,1927
1746,140,BRA,1.0,1927
1747,155,CHL,1.0,1927
1748,160,ARG,2.0,1927
1749,165,URU,1.0,1927
1750,200,UKG,3.0,1927
1751,210,NTH,4.0,1927
1752,211,BEL,4.0,1927
1753,220,FRN,4.0,1927
1754,255,GMY,4.0,1927
1755,325,ITA,4.0,1927
1756,350,GRC,1.0,1927
1757,365,RUS,3.0,1927
1758,380,SWD,5.0,1927
1759,710,CHN,6.0,1927
1760,740,JPN,6.0,1927
1761,900,AUL,1.0,1927
1762,94,COS,3.0,1927
1763,145,BOL,3.0,1927
1764,150,PAR,2.0,1927
1765,205,IRE,3.0,1927
1766,235,POR,3.0,1927
1767,375,FIN,4.0,1927
1768,385,NOR,4.0,1927
1769,390,DEN,4.0,1927
1770,560,SAF,3.0,1927
1771,630,IRN,3.0,1927
1772,920,NEW,3.0,1927
1773,225,SWZ,4.0,1927
1774,230,SPN,7.0,1927
1775,360,ROM,7.0,1927
1776,290,POL,4.0,1927
1777,305,AUS,4.0,1927
1778,315,CZE,4.0,1927
1779,355,BUL,4.0,1927
1780,366,EST,4.0,1927
1781,367,LAT,4.0,1927
1782,368,LIT,4.0,1927
1783,310,HUN,4.0,1927
1784,345,YUG,4.0,1927
1785,339,ALB,4.0,1927
1786,800,THI,6.0,1927
1788,2,USA,1.0,1928
1789,20,CAN,1.0,1928
1790,40,CUB,1.0,1928
1791,42,DOM,1.0,1928
1792,70,MEX,1.0,1928
1793,90,GUA,1.0,1928
1794,91,HON,1.0,1928
1795,92,SAL,2.0,1928
1796,93,NIC,1.0,1928
1797,94,COS,1.0,1928
1798,95,PAN,1.0,1928
1799,100,COL,1.0,1928
1800,101,VEN,1.0,1928
1801,130,ECU,1.0,1928
1802,135,PER,1.0,1928
1803,140,BRA,3.0,1928
1804,155,CHL,1.0,1928
1805,160,ARG,2.0,1928
1806,165,URU,1.0,1928
1807,200,UKG,4.0,1928
1808,210,NTH,5.0,1928
1809,211,BEL,5.0,1928
1810,220,FRN,5.0,1928
1811,225,SWZ,5.0,1928
1812,230,SPN,5.0,1928
1813,255,GMY,2.0,1928
1814,325,ITA,2.0,1928
1815,350,GRC,1.0,1928
1816,365,RUS,6.0,1928
1817,380,SWD,7.0,1928
1818,710,CHN,1.0,1928
1819,740,JPN,1.0,1928
1820,900,AUL,1.0,1928
1821,145,BOL,4.0,1928
1822,150,PAR,2.0,1928
1823,205,IRE,4.0,1928
1824,235,POR,4.0,1928
1825,366,EST,2.0,1928
1826,375,FIN,2.0,1928
1827,385,NOR,2.0,1928
1828,390,DEN,2.0,1928
1829,560,SAF,4.0,1928
1830,800,THI,4.0,1928
1831,920,NEW,4.0,1928
1832,290,POL,2.0,1928
1833,305,AUS,2.0,1928
1834,310,HUN,2.0,1928
1835,315,CZE,2.0,1928
1836,355,BUL,2.0,1928
1837,367,LAT,2.0,1928
1838,368,LIT,2.0,1928
1839,640,TUR,2.0,1928
1840,360,ROM,2.0,1928
1841,345,YUG,2.0,1928
1842,339,ALB,2.0,1928
1843,630,IRN,6.0,1928
1845,2,USA,1.0,1929
1846,20,CAN,1.0,1929
1847,40,CUB,1.0,1929
1848,42,DOM,1.0,1929
1849,70,MEX,1.0,1929
1850,90,GUA,1.0,1929
1851,91,HON,1.0,1929
1852,92,SAL,2.0,1929
1853,93,NIC,1.0,1929
1854,94,COS,1.0,1929
1855,95,PAN,1.0,1929
1856,100,COL,1.0,1929
1857,101,VEN,1.0,1929
1858,130,ECU,1.0,1929
1859,135,PER,1.0,1929
1860,140,BRA,1.0,1929
1861,155,CHL,1.0,1929
1862,160,ARG,2.0,1929
1863,165,URU,1.0,1929
1864,200,UKG,3.0,1929
1865,210,NTH,4.0,1929
1866,211,BEL,4.0,1929
1867,220,FRN,5.0,1929
1868,225,SWZ,5.0,1929
1869,230,SPN,5.0,1929
1870,255,GMY,2.0,1929
1871,325,ITA,2.0,1929
1872,350,GRC,1.0,1929
1873,365,RUS,3.0,1929
1874,380,SWD,3.0,1929
